,player_id,position,Player Age,Player Height (cm),Matches Played,Average Minutes per Match,Average Goals per Match,Average Assists per Match,Average Shots per Match,Average Pass Success Rate (%),Average Aerial Duels Won per Match,Average Yellow Cards per Match,Average Red Cards per Match,Average Man of the Match per Match
2394,3456,Defender,25,191,78,77.58,0.05,0.01,0.7,74.8,2.9,0.32,0.04,0.04
874,1274,Defender,31,187,202,86.9,0.06,0.03,0.6,81.1,4.5,0.02,0.0,0.05
2059,2998,Midfielder,28,163,148,79.78,0.02,0.01,0.5,84.2,0.4,0.2,0.03,0.03
518,760,Midfielder,24,176,152,73.95,0.09,0.1,1.0,75.9,1.2,0.23,0.0,0.09
1679,2436,Midfielder,25,181,100,60.98,0.17,0.14,1.9,82.8,0.1,0.07,0.02,0.13
2130,3097,Midfielder,30,180,202,66.12,0.08,0.15,1.7,80.0,0.2,0.07,0.01,0.06
725,1063,Defender,31,190,159,83.97,0.04,0.02,0.6,78.5,2.4,0.26,0.01,0.02
1421,2097,Midfielder,23,182,84,59.35,0.08,0.11,0.8,75.3,0.5,0.2,0.0,0.04
2653,3816,Goalkeeper,24,191,67,91.37,0.0,0.0,0.0,59.0,0.3,0.04,0.0,0.0
2827,4055,Midfielder,29,179,138,68.92,0.07,0.11,0.6,87.4,0.3,0.07,0.0,0.01
659,964,Midfielder,24,179,61,51.62,0.13,0.1,1.3,71.6,0.5,0.3,0.02,0.1
1345,1999,Midfielder,28,178,310,71.26,0.13,0.15,1.4,80.1,0.5,0.18,0.01,0.07
2376,3434,Goalkeeper,27,190,114,90.16,0.0,0.0,0.0,47.1,0.4,0.06,0.0,0.02
3229,4599,Goalkeeper,29,189,129,88.51,0.0,0.02,0.0,60.8,0.4,0.11,0.01,0.02
266,384,Defender,22,191,67,68.87,0.04,0.01,0.4,80.9,1.8,0.09,0.01,0.01
3238,4609,Goalkeeper,30,189,91,88.98,0.0,0.0,0.0,54.7,0.2,0.01,0.0,0.07
1549,2260,Defender,28,185,118,79.41,0.03,0.01,0.3,85.0,2.3,0.14,0.01,0.03
1932,2829,Defender,24,188,71,69.77,0.0,0.0,0.3,86.4,1.4,0.15,0.01,0.0
2554,3680,Midfielder,21,175,54,40.87,0.06,0.02,1.0,79.9,0.3,0.31,0.02,0.0
162,232,Defender,40,187,413,87.05,0.04,0.02,0.6,85.3,2.3,0.17,0.0,0.02
2753,3949,Defender,29,180,175,82.27,0.07,0.05,0.5,69.9,3.2,0.09,0.0,0.03
641,937,Goalkeeper,25,192,169,89.04,0.0,0.01,0.0,65.9,0.3,0.03,0.01,0.07
2194,3183,Goalkeeper,33,189,259,89.87,0.0,0.0,0.0,68.7,0.2,0.03,0.0,0.03
884,1301,Defender,26,192,137,80.64,0.02,0.01,0.4,82.6,2.4,0.15,0.0,0.04
256,362,Midfielder,22,180,79,53.13,0.16,0.08,1.0,75.2,0.3,0.09,0.0,0.01
3110,4442,Goalkeeper,31,188,220,89.69,0.0,0.01,0.0,67.6,0.3,0.05,0.0,0.03
1806,2647,Goalkeeper,37,190,376,89.36,0.0,0.0,0.0,54.6,0.4,0.06,0.0,0.05
3340,4732,Defender,24,181,99,81.88,0.02,0.01,0.4,84.4,2.0,0.14,0.02,0.01
1895,2772,Midfielder,25,176,177,74.05,0.18,0.16,1.8,83.0,0.6,0.11,0.0,0.11
1943,2845,Midfielder,24,173,93,62.98,0.08,0.05,1.6,83.6,0.5,0.15,0.0,0.05
2310,3335,Forward,28,180,178,83.51,0.37,0.09,2.0,60.9,5.1,0.07,0.0,0.12
1520,2226,Midfielder,30,184,267,67.33,0.06,0.07,0.9,86.7,0.7,0.21,0.01,0.04
2703,3885,Defender,27,192,169,76.78,0.02,0.04,0.4,79.6,1.8,0.17,0.03,0.04
1938,2839,Defender,22,182,56,74.3,0.04,0.11,0.4,77.0,0.9,0.11,0.02,0.04
